DATE,AGE_GROUP,RACE_ETHNICITY,CITY_COUNT_FULLY_CUMULATIVE,BX_COUNT_FULLY_CUMULATIVE,BK_COUNT_FULLY_CUMULATIVE,MH_COUNT_FULLY_CUMULATIVE,QS_COUNT_FULLY_CUMULATIVE,SI_COUNT_FULLY_CUMULATIVE,CITY_PERC_FULLY,BK_PERC_FULLY,BX_PERC_FULLY,MH_PERC_FULLY,QS_PERC_FULLY,SI_PERC_FULLY
2021-09-09,65+,Hispanic/Latino,172410,51262,30525,40353,45731,4539,60.63,55.97,58.17,63.39,64.31,65.6
2021-09-09,65+,White,300792,18189,73788,95303,76032,37480,57.25,49.81,50.22,65.89,55.54,63
2021-09-08,Boroughwide,Boroughwide,4994916,732269,1357157,1129202,1509188,267100,59.91,53.02,51.53,70.07,66.53,56.1
2021-09-08,All ages,Asian/NHPI,925176,34397,244977,151821,456584,37397,75,76.58,59.38,74.84,75.88,73.07
2021-09-08,All ages,Black,654217,142704,267789,84110,143645,15969,35.83,35.21,34.65,42.08,35.14,35.74
2021-09-08,All ages,Hispanic/Latino,1168101,325179,221323,224610,359693,37296,48.2,45.76,40.39,55.07,56.35,42.08
2021-09-08,All ages,White,1282689,57422,387023,453001,259824,125419,47.83,41.12,44.87,59.24,46.04,44.21
2021-09-08,13-17,Asian/NHPI,51758,2068,15197,5158,26854,2481,94.43,97.54,61.15,110.63,95.61,80.01
2021-09-08,13-17,Black,29110,6987,11763,2937,6481,942,27.97,27.34,27.13,31.39,28.45,29.49
2021-09-08,13-17,Hispanic/Latino,70745,21996,13065,9486,23549,2649,45.35,41.43,38.55,45.08,60.09,36.98
2021-09-08,13-17,White,36357,1966,10171,12712,7544,3964,34.11,21.79,38.78,71.96,35,25.39
2021-09-08,18-44,Asian/NHPI,433750,16077,117543,85566,198857,15707,84.51,88.14,69.23,79.46,86.47,82.65
2021-09-08,18-44,Black,220407,47096,90539,31541,45594,5637,32.11,31.74,30.66,39.36,30.39,32.61
2021-09-08,18-44,Hispanic/Latino,531925,135190,107118,104612,168369,16636,54.16,53.32,42.13,61.25,66.3,46.68
2021-09-08,18-44,White,582299,18734,203997,225293,97135,37140,54.11,51.73,46.62,62.62,50.39,41.73
2021-09-08,45-64,Asian/NHPI,287054,10970,72632,37905,153069,12478,87.45,89.03,72.94,86.28,88.45,85.4
2021-09-08,45-64,Black,247583,57175,98932,30008,55128,6340,50.97,49.92,53.25,55.81,47.94,55.59
2021-09-08,45-64,Hispanic/Latino,380338,112916,68239,68551,117630,13002,68.23,64.45,62.72,71.99,75.14,65.73
2021-09-08,45-64,White,356042,18250,96947,116593,77911,46341,56.96,51.86,58.35,65.87,53.07,55.77
2021-09-08,65+,Asian/NHPI,142222,4924,36371,22036,72667,6224,80.72,89.78,64.72,74.47,79.76,84.48
2021-09-08,65+,Black,152525,30279,64684,19136,35521,2905,54.32,53.39,53.94,57.75,54.25,59.3
2021-09-08,65+,Hispanic/Latino,171999,51090,30422,40259,45692,4536,60.49,55.78,57.97,63.25,64.25,65.56
2021-09-08,65+,White,300823,18157,73749,95397,76018,37502,57.26,49.78,50.14,65.96,55.53,63.04
2021-09-07,Boroughwide,Boroughwide,4980256,728547,1353091,1127191,1505297,266130,59.74,52.86,51.27,69.95,66.36,55.89
2021-09-07,All ages,Asian/NHPI,923950,34336,244595,151673,455985,37361,74.9,76.46,59.27,74.76,75.78,73
2021-09-07,All ages,Black,651160,141857,266468,83779,143165,15891,35.66,35.03,34.45,41.91,35.02,35.57
2021-09-07,All ages,Hispanic/Latino,1162167,323012,220257,223767,358108,37023,47.95,45.54,40.12,54.86,56.1,41.77
2021-09-07,All ages,White,1281100,57340,386467,452707,259506,125080,47.77,41.06,44.8,59.21,45.98,44.09
2021-09-07,13-17,Asian/NHPI,51601,2055,15149,5151,26773,2473,94.14,97.23,60.76,110.48,95.32,79.76
2021-09-07,13-17,Black,28691,6853,11600,2893,6419,926,27.56,26.97,26.61,30.92,28.18,28.99
2021-09-07,13-17,Hispanic/Latino,69640,21532,12887,9368,23244,2609,44.64,40.86,37.73,44.51,59.31,36.42
2021-09-07,13-17,White,36214,1958,10117,12698,7513,3928,33.98,21.67,38.62,71.88,34.86,25.16
2021-09-07,18-44,Asian/NHPI,433124,16048,117354,85483,198555,15684,84.39,88,69.11,79.38,86.34,82.53
2021-09-07,18-44,Black,218917,46689,89888,31376,45363,5601,31.9,31.51,30.4,39.16,30.24,32.4
2021-09-07,18-44,Hispanic/Latino,528729,134081,106551,104152,167463,16482,53.83,53.04,41.78,60.98,65.94,46.25
2021-09-07,18-44,White,581432,18683,203701,225124,96956,36968,54.03,51.65,46.49,62.57,50.3,41.54
2021-09-07,45-64,Asian/NHPI,286761,10953,72545,37864,152931,12468,87.37,88.92,72.83,86.19,88.37,85.33
2021-09-07,45-64,Black,246758,56950,98574,29931,54984,6319,50.8,49.74,53.04,55.67,47.82,55.41
2021-09-07,45-64,Hispanic/Latino,379276,112533,68028,68373,117394,12948,68.04,64.25,62.51,71.8,74.99,65.46
2021-09-07,45-64,White,355620,18226,96816,116524,77821,46233,56.89,51.79,58.27,65.83,53.01,55.64
2021-09-07,65+,Asian/NHPI,142145,4928,36334,22026,72628,6229,80.68,89.69,64.77,74.43,79.72,84.55
2021-09-07,65+,Black,152286,30227,64573,19095,35488,2903,54.23,53.29,53.85,57.62,54.2,59.26
2021-09-07,65+,Hispanic/Latino,171689,50993,30349,40190,45630,4527,60.38,55.65,57.86,63.14,64.17,65.43
2021-09-07,65+,White,300729,18161,73691,95378,76011,37488,57.24,49.74,50.15,65.95,55.52,63.01
2021-09-06,Boroughwide,Boroughwide,4970273,726046,1350304,1125732,1502525,265666,59.62,52.75,51.09,69.86,66.24,55.8
2021-09-06,All ages,Asian/NHPI,923087,34282,244366,151557,455547,37335,74.83,76.38,59.18,74.71,75.7,72.95
2021-09-06,All ages,Black,649053,141325,265548,83553,142783,15844,35.55,34.91,34.32,41.8,34.93,35.46
2021-09-06,All ages,Hispanic/Latino,1157953,321545,219468,223164,356869,36907,47.78,45.37,39.94,54.72,55.91,41.64
2021-09-06,All ages,White,1280162,57296,386132,452513,259288,124933,47.73,41.02,44.77,59.18,45.94,44.04
2021-09-06,13-17,Asian/NHPI,51491,2045,15121,5145,26710,2470,93.94,97.05,60.47,110.35,95.1,79.66
2021-09-06,13-17,Black,28412,6771,11474,2867,6380,920,27.29,26.67,26.3,30.65,28.01,28.8
2021-09-06,13-17,Hispanic/Latino,68874,21214,12755,9292,23025,2588,44.15,40.44,37.18,44.15,58.75,36.12
2021-09-06,13-17,White,36106,1948,10084,12685,7484,3905,33.87,21.6,38.42,71.81,34.72,25.01
2021-09-06,18-44,Asian/NHPI,432659,16017,117223,85419,198327,15673,84.3,87.9,68.98,79.32,86.24,82.48
2021-09-06,18-44,Black,217842,46432,89411,31260,45161,5578,31.74,31.34,30.23,39.01,30.1,32.27
2021-09-06,18-44,Hispanic/Latino,526468,133348,106109,103832,166767,16412,53.6,52.82,41.55,60.79,65.67,46.05
2021-09-06,18-44,White,580954,18657,203535,225031,96835,36896,53.99,51.61,46.43,62.55,50.23,41.45
2021-09-06,45-64,Asian/NHPI,286578,10947,72499,37840,152830,12462,87.31,88.87,72.79,86.13,88.31,85.29
2021-09-06,45-64,Black,246219,56811,98357,29864,54880,6307,50.69,49.63,52.91,55.54,47.73,55.31
2021-09-06,45-64,Hispanic/Latino,378544,112276,67892,68244,117200,12932,67.91,64.13,62.37,71.67,74.86,65.38
2021-09-06,45-64,White,355395,18220,96736,116477,77761,46201,56.85,51.75,58.25,65.81,52.96,55.6
2021-09-06,65+,Asian/NHPI,142096,4927,36319,22009,72615,6226,80.65,89.65,64.76,74.38,79.7,84.51
2021-09-06,65+,Black,152130,30190,64494,19087,35458,2901,54.18,53.23,53.79,57.6,54.15,59.22
2021-09-06,65+,Hispanic/Latino,171438,50903,30310,40133,45570,4522,60.29,55.58,57.76,63.05,64.08,65.36
2021-09-06,65+,White,300642,18163,73645,95353,76010,37471,57.22,49.71,50.15,65.93,55.52,62.98
2021-09-05,Boroughwide,Boroughwide,4964008,725068,1348332,1125044,1500320,265244,59.54,52.67,51.02,69.82,66.14,55.71
2021-09-05,All ages,Asian/NHPI,922311,34257,244103,151478,455176,37297,74.76,76.3,59.13,74.67,75.64,72.88
2021-09-05,All ages,Black,647790,141105,265009,83449,142433,15794,35.48,34.84,34.26,41.75,34.84,35.35
2021-09-05,All ages,Hispanic/Latino,1155644,321015,218913,222899,356023,36794,47.68,45.26,39.87,54.65,55.78,41.51
2021-09-05,All ages,White,1279423,57241,385874,452431,259093,124784,47.7,41,44.72,59.17,45.91,43.99
2021-09-05,13-17,Asian/NHPI,51395,2040,15095,5136,26656,2468,93.77,96.89,60.32,110.16,94.91,79.59
2021-09-05,13-17,Black,28230,6742,11394,2853,6331,910,27.12,26.49,26.18,30.5,27.8,28.49
2021-09-05,13-17,Hispanic/Latino,68490,21118,12653,9267,22889,2563,43.9,40.12,37.01,44.03,58.4,35.78
2021-09-05,13-17,White,36002,1944,10050,12673,7454,3881,33.78,21.53,38.35,71.74,34.58,24.86
2021-09-05,18-44,Asian/NHPI,432218,15998,117061,85370,198137,15652,84.22,87.78,68.89,79.28,86.16,82.37
2021-09-05,18-44,Black,217174,46316,89124,31196,44987,5551,31.64,31.24,30.15,38.93,29.99,32.11
2021-09-05,18-44,Hispanic/Latino,525063,133032,105801,103635,166243,16352,53.46,52.67,41.46,60.68,65.46,45.88
2021-09-05,18-44,White,580582,18621,203413,224990,96746,36812,53.95,51.58,46.34,62.54,50.19,41.36
2021-09-05,45-64,Asian/NHPI,286425,10947,72452,37827,152746,12453,87.26,88.81,72.79,86.1,88.26,85.22
2021-09-05,45-64,Black,245904,56750,98235,29841,54780,6298,50.63,49.57,52.85,55.5,47.64,55.23
2021-09-05,45-64,Hispanic/Latino,378205,112191,67804,68215,117084,12911,67.85,64.04,62.32,71.64,74.79,65.27
2021-09-05,45-64,White,355201,18210,96658,116456,77714,46163,56.82,51.71,58.22,65.8,52.93,55.55
2021-09-05,65+,Asian/NHPI,142057,4926,36307,22001,72601,6222,80.63,89.62,64.74,74.35,79.69,84.46
2021-09-05,65+,Black,152069,30183,64459,19084,35443,2900,54.15,53.2,53.77,57.59,54.13,59.2
2021-09-05,65+,Hispanic/Latino,171366,50887,30288,40125,45546,4520,60.27,55.54,57.74,63.04,64.05,65.33
2021-09-05,65+,White,300614,18158,73628,95357,75997,37474,57.22,49.7,50.14,65.93,55.51,62.99
2021-09-04,Boroughwide,Boroughwide,4951573,722887,1344392,1123632,1496324,264338,59.39,52.52,50.87,69.73,65.97,55.52
2021-09-04,All ages,Asian/NHPI,920822,34208,243620,151341,454443,37210,74.64,76.15,59.05,74.6,75.52,72.71
2021-09-04,All ages,Black,645039,140513,263819,83243,141739,15725,35.33,34.68,34.12,41.64,34.67,35.19
2021-09-04,All ages,Hispanic/Latino,1151049,319871,217828,222222,354597,36531,47.49,45.04,39.73,54.48,55.55,41.21
2021-09-04,All ages,White,1277741,57130,385204,452298,258659,124450,47.64,40.92,44.64,59.15,45.83,43.87
2021-09-04,13-17,Asian/NHPI,51194,2034,15036,5124,26539,2461,93.4,96.51,60.14,109.9,94.49,79.37
2021-09-04,13-17,Black,27895,6660,11265,2833,6244,893,26.8,26.19,25.86,30.28,27.41,27.96
2021-09-04,13-17,Hispanic/Latino,67808,20946,12476,9211,22658,2517,43.47,39.56,36.71,43.77,57.81,35.13
2021-09-04,13-17,White,35821,1928,10001,12655,7405,3832,33.61,21.42,38.03,71.64,34.36,24.55
2021-09-04,18-44,Asian/NHPI,431406,15964,116805,85289,197744,15604,84.06,87.59,68.75,79.2,85.99,82.11
2021-09-04,18-44,Black,215668,45988,88465,31083,44613,5519,31.42,31.01,29.94,38.79,29.74,31.93
2021-09-04,18-44,Hispanic/Latino,522292,132367,105140,103197,165389,16199,53.18,52.34,41.25,60.42,65.12,45.46
2021-09-04,18-44,White,579673,18568,203064,224886,96524,36631,53.87,51.49,46.21,62.51,50.07,41.16
2021-09-04,45-64,Asian/NHPI,286134,10937,72355,37801,152607,12434,87.17,88.69,72.72,86.04,88.18,85.09
2021-09-04,45-64,Black,245224,56610,97949,29784,54599,6282,50.49,49.42,52.72,55.39,47.48,55.09
2021-09-04,45-64,Hispanic/Latino,377358,111952,67634,68076,116831,12865,67.69,63.88,62.19,71.49,74.63,65.04
2021-09-04,45-64,White,354782,18189,96477,116449,77594,46073,56.75,51.61,58.15,65.79,52.85,55.44
2021-09-04,65+,Asian/NHPI,141960,4927,36267,21989,72564,6213,80.58,89.53,64.76,74.31,79.65,84.34
2021-09-04,65+,Black,151901,30156,64369,19073,35405,2898,54.09,53.13,53.72,57.55,54.07,59.15
2021-09-04,65+,Hispanic/Latino,171220,50856,30249,40089,45514,4512,60.21,55.47,57.71,62.98,64,65.21
2021-09-04,65+,White,300497,18139,73561,95362,75969,37466,57.2,49.65,50.09,65.93,55.49,62.98
2021-09-03,Boroughwide,Boroughwide,4938834,720638,1340259,1122080,1492351,263506,59.24,52.36,50.71,69.63,65.79,55.34
2021-09-03,All ages,Asian/NHPI,919514,34170,243184,151178,453836,37146,74.54,76.02,58.98,74.52,75.42,72.58
2021-09-03,All ages,Black,642649,140050,262696,83021,141243,15639,35.2,34.54,34.01,41.53,34.55,35
2021-09-03,All ages,Hispanic/Latino,1146033,318543,216588,221598,352958,36346,47.29,44.78,39.57,54.33,55.3,41
2021-09-03,All ages,White,1276613,57062,384750,452299,258326,124176,47.6,40.88,44.58,59.15,45.77,43.77
2021-09-03,13-17,Asian/NHPI,50974,2029,14951,5116,26430,2448,93,95.96,60,109.73,94.1,78.95
2021-09-03,13-17,Black,27464,6590,11071,2791,6146,866,26.38,25.74,25.59,29.83,26.98,27.11
2021-09-03,13-17,Hispanic/Latino,66837,20662,12236,9111,22353,2475,42.84,38.8,36.21,43.29,57.04,34.55
2021-09-03,13-17,White,35623,1917,9945,12631,7343,3787,33.42,21.3,37.81,71.5,34.07,24.26
2021-09-03,18-44,Asian/NHPI,430757,15937,116611,85175,197461,15573,83.93,87.44,68.63,79.09,85.87,81.95
2021-09-03,18-44,Black,214496,45735,87928,30980,44371,5482,31.25,30.82,29.78,38.66,29.58,31.71
2021-09-03,18-44,Hispanic/Latino,519557,131654,104468,102864,164465,16106,52.9,52,41.03,60.22,64.76,45.19
2021-09-03,18-44,White,578969,18526,202835,224818,96342,36448,53.8,51.43,46.1,62.49,49.98,40.95
2021-09-03,45-64,Asian/NHPI,285880,10931,72264,37779,152483,12423,87.1,88.58,72.68,85.99,88.11,85.02
2021-09-03,45-64,Black,244637,56498,97664,29718,54486,6271,50.37,49.28,52.62,55.27,47.38,54.99
2021-09-03,45-64,Hispanic/Latino,376480,111734,67415,67941,116558,12832,67.54,63.67,62.07,71.35,74.45,64.87
2021-09-03,45-64,White,354486,18174,96335,116457,77515,46005,56.71,51.53,58.1,65.8,52.8,55.36
2021-09-03,65+,Asian/NHPI,141869,4927,36232,21977,72524,6209,80.52,89.44,64.76,74.27,79.6,84.28
2021-09-03,65+,Black,151797,30145,64310,19073,35375,2894,54.06,53.08,53.7,57.55,54.03,59.07
2021-09-03,65+,Hispanic/Latino,171035,50818,30196,40054,45465,4502,60.15,55.37,57.66,62.92,63.93,65.07
2021-09-03,65+,White,300612,18140,73547,95460,75968,37497,57.22,49.65,50.09,66,55.49,63.03
2021-09-02,Boroughwide,Boroughwide,4920963,716840,1334831,1119663,1487150,262479,59.03,52.14,50.45,69.48,65.56,55.13
2021-09-02,All ages,Asian/NHPI,917769,34091,242693,150917,452991,37077,74.4,75.86,58.85,74.39,75.28,72.45
2021-09-02,All ages,Black,638443,139050,260810,82604,140418,15561,34.97,34.29,33.76,41.32,34.35,34.83
2021-09-02,All ages,Hispanic/Latino,1139360,316429,215294,220560,350964,36113,47.01,44.51,39.3,54.08,54.98,40.74
2021-09-02,All ages,White,1273992,56922,383723,451905,257711,123731,47.5,40.77,44.48,59.1,45.66,43.61
2021-09-02,13-17,Asian/NHPI,50730,2016,14872,5109,26297,2436,92.55,95.46,59.61,109.58,93.63,78.56
2021-09-02,13-17,Black,26967,6456,10851,2760,6046,854,25.91,25.22,25.07,29.5,26.54,26.74
2021-09-02,13-17,Hispanic/Latino,65569,20223,12015,8951,21965,2415,42.03,38.1,35.44,42.53,56.05,33.71
2021-09-02,13-17,White,35405,1898,9887,12608,7289,3723,33.22,21.18,37.44,71.37,33.82,23.85
2021-09-02,18-44,Asian/NHPI,429838,15900,116371,85019,197012,15536,83.75,87.26,68.47,78.95,85.67,81.75
2021-09-02,18-44,Black,212421,45225,86997,30781,43975,5443,30.95,30.49,29.44,38.41,29.31,31.49
2021-09-02,18-44,Hispanic/Latino,516045,130589,103770,102334,163349,16003,52.54,51.65,40.69,59.91,64.32,44.91
2021-09-02,18-44,White,577735,18477,202369,224606,96052,36231,53.69,51.31,45.98,62.43,49.83,40.71
2021-09-02,45-64,Asian/NHPI,285537,10916,72156,37725,152331,12409,86.99,88.45,72.58,85.87,88.02,84.92
2021-09-02,45-64,Black,243484,56249,97151,29588,54248,6248,50.13,49.02,52.39,55.03,47.18,54.79
2021-09-02,45-64,Hispanic/Latino,375238,111327,67170,67717,116237,12787,67.31,63.44,61.84,71.12,74.25,64.64
2021-09-02,45-64,White,353756,18129,96006,116391,77339,45891,56.59,51.36,57.96,65.76,52.68,55.23
2021-09-02,65+,Asian/NHPI,141732,4915,36203,21942,72465,6207,80.45,89.37,64.6,74.15,79.54,84.25
2021-09-02,65+,Black,151425,30067,64133,19027,35306,2892,53.92,52.93,53.57,57.42,53.92,59.03
2021-09-02,65+,Hispanic/Latino,170666,50707,30117,39961,45388,4493,60.02,55.22,57.54,62.78,63.83,64.94
2021-09-02,65+,White,300230,18115,73387,95381,75886,37461,57.15,49.54,50.02,65.95,55.43,62.97
2021-09-01,Boroughwide,Boroughwide,4902810,712972,1329250,1117155,1481929,261504,58.81,51.93,50.17,69.33,65.33,54.92
2021-09-01,All ages,Asian/NHPI,916028,33993,242141,150661,452232,37001,74.25,75.69,58.68,74.27,75.15,72.3
2021-09-01,All ages,Black,634437,138094,259014,82242,139605,15482,34.75,34.05,33.53,41.14,34.15,34.65
2021-09-01,All ages,Hispanic/Latino,1132526,314327,214019,219483,348794,35903,46.73,44.25,39.04,53.81,54.64,40.51
2021-09-01,All ages,White,1271606,56791,382638,451642,257202,123333,47.41,40.65,44.37,59.07,45.57,43.47
2021-09-01,13-17,Asian/NHPI,50497,2000,14801,5095,26181,2420,92.13,95,59.14,109.28,93.21,78.05
2021-09-01,13-17,Black,26411,6307,10610,2709,5947,838,25.37,24.66,24.49,28.96,26.11,26.23
2021-09-01,13-17,Hispanic/Latino,64240,19793,11771,8799,21501,2376,41.18,37.32,34.69,41.81,54.86,33.17
2021-09-01,13-17,White,35139,1880,9784,12578,7223,3674,32.97,20.96,37.08,71.2,33.51,23.53
2021-09-01,18-44,Asian/NHPI,428931,15844,116081,84854,196647,15505,83.58,87.05,68.23,78.8,85.51,81.59
2021-09-01,18-44,Black,210444,44758,86121,30590,43569,5406,30.66,30.19,29.14,38.17,29.04,31.28
2021-09-01,18-44,Hispanic/Latino,512391,129513,103056,101769,162166,15887,52.17,51.3,40.36,59.58,63.86,44.58
2021-09-01,18-44,White,576476,18414,201834,224449,95766,36013,53.57,51.18,45.82,62.39,49.68,40.46
2021-09-01,45-64,Asian/NHPI,285179,10904,72056,37670,152159,12390,86.88,88.32,72.5,85.74,87.92,84.79
2021-09-01,45-64,Black,242406,55997,96681,29486,54011,6231,49.91,48.78,52.15,54.84,46.97,54.64
2021-09-01,45-64,Hispanic/Latino,374057,110939,66976,67480,115913,12749,67.1,63.26,61.63,70.87,74.04,64.45
2021-09-01,45-64,White,353121,18093,95699,116326,77214,45789,56.49,51.19,57.85,65.72,52.59,55.1
2021-09-01,65+,Asian/NHPI,141603,4910,36151,21928,72413,6201,80.37,89.24,64.53,74.1,79.48,84.17
2021-09-01,65+,Black,151117,29999,63966,19018,35249,2885,53.82,52.79,53.44,57.39,53.84,58.89
2021-09-01,65+,Hispanic/Latino,170349,50612,30063,39877,45304,4493,59.91,55.12,57.43,62.65,63.71,64.94
2021-09-01,65+,White,300072,18103,73263,95380,75875,37451,57.12,49.45,49.99,65.95,55.42,62.95
2021-08-31,Boroughwide,Boroughwide,4885485,709042,1324624,1114854,1476483,260482,58.6,51.75,49.9,69.18,65.09,54.71
2021-08-31,All ages,Asian/NHPI,914335,33898,241725,150495,451297,36920,74.12,75.56,58.51,74.18,75,72.14
2021-08-31,All ages,Black,631090,137252,257619,81946,138882,15391,34.56,33.87,33.33,40.99,33.97,34.45
2021-08-31,All ages,Hispanic/Latino,1125734,312118,212925,218510,346486,35695,46.45,44.02,38.77,53.57,54.28,40.27
2021-08-31,All ages,White,1269444,56668,381877,451243,256724,122932,47.33,40.57,44.28,59.01,45.49,43.33
2021-08-31,13-17,Asian/NHPI,50137,1983,14717,5080,25956,2401,91.47,94.46,58.64,108.96,92.41,77.43
2021-08-31,13-17,Black,25789,6153,10353,2678,5782,823,24.77,24.07,23.9,28.63,25.39,25.77
2021-08-31,13-17,Hispanic/Latino,62584,19233,11486,8611,20936,2318,40.12,36.42,33.71,40.92,53.42,32.36
2021-08-31,13-17,White,34837,1861,9690,12545,7139,3602,32.68,20.75,36.71,71.02,33.12,23.07
2021-08-31,18-44,Asian/NHPI,428146,15793,115897,84745,196246,15465,83.42,86.91,68.01,78.69,85.34,81.38
2021-08-31,18-44,Black,208960,44395,85503,30426,43269,5367,30.45,29.97,28.9,37.97,28.84,31.05
2021-08-31,18-44,Hispanic/Latino,509025,128446,102517,101264,161001,15797,51.83,51.03,40.03,59.29,63.4,44.33
2021-08-31,18-44,White,575367,18346,201450,224232,95540,35799,53.47,51.08,45.66,62.33,49.56,40.22
2021-08-31,45-64,Asian/NHPI,284869,10886,71981,37645,151977,12380,86.79,88.23,72.38,85.69,87.81,84.72
2021-08-31,45-64,Black,241522,55771,96333,29402,53810,6206,49.72,48.61,51.94,54.68,46.8,54.42
2021-08-31,45-64,Hispanic/Latino,372974,110589,66814,67293,115563,12715,66.91,63.11,61.43,70.67,73.82,64.28
2021-08-31,45-64,White,352598,18064,95513,116260,77079,45682,56.4,51.09,57.75,65.68,52.5,54.97
2021-08-31,65+,Asian/NHPI,141499,4909,36113,21917,72366,6194,80.31,89.15,64.52,74.06,79.43,84.08
2021-08-31,65+,Black,150883,29942,63842,19011,35208,2880,53.73,52.69,53.34,57.37,53.77,58.79
2021-08-31,65+,Hispanic/Latino,170096,50503,30038,39826,45241,4488,59.82,55.08,57.31,62.57,63.62,64.86
2021-08-31,65+,White,299901,18100,73175,95315,75859,37452,57.08,49.39,49.98,65.9,55.41,62.95
2021-08-30,Boroughwide,Boroughwide,4869949,705381,1320008,1112734,1472233,259593,58.41,51.56,49.64,69.05,64.9,54.52
2021-08-30,All ages,Asian/NHPI,912844,33794,241225,150311,450661,36853,74,75.4,58.33,74.09,74.89,72.01
2021-08-30,All ages,Black,628080,136493,256353,81614,138316,15304,34.4,33.7,33.14,40.83,33.83,34.25
2021-08-30,All ages,Hispanic/Latino,1119894,310099,211858,217636,344786,35515,46.21,43.8,38.52,53.36,54.02,40.07
2021-08-30,All ages,White,1266986,56531,380861,450832,256188,122574,47.24,40.46,44.17,58.96,45.39,43.21
2021-08-30,13-17,Asian/NHPI,49870,1952,14642,5067,25825,2384,90.98,93.98,57.72,108.68,91.95,76.89
2021-08-30,13-17,Black,25176,5983,10102,2624,5667,800,24.19,23.48,23.24,28.05,24.88,25.05
2021-08-30,13-17,Hispanic/Latino,61085,18656,11222,8456,20500,2251,39.16,35.58,32.69,40.18,52.31,31.42
2021-08-30,13-17,White,34537,1830,9599,12524,7060,3524,32.4,20.56,36.1,70.9,32.76,22.57
2021-08-30,18-44,Asian/NHPI,427433,15751,115667,84629,195947,15439,83.28,86.74,67.83,78.59,85.21,81.24
2021-08-30,18-44,Black,207666,44069,84979,30275,43012,5331,30.26,29.79,28.69,37.78,28.67,30.84
2021-08-30,18-44,Hispanic/Latino,506299,127539,102035,100847,160160,15718,51.55,50.79,39.74,59.04,63.07,44.11
2021-08-30,18-44,White,574220,18281,200961,224038,95297,35643,53.36,50.96,45.49,62.27,49.44,40.05
2021-08-30,45-64,Asian/NHPI,284600,10875,71873,37619,151864,12369,86.71,88.1,72.31,85.63,87.75,84.65
2021-08-30,45-64,Black,240778,55584,96011,29309,53684,6190,49.57,48.44,51.77,54.51,46.69,54.28
2021-08-30,45-64,Hispanic/Latino,372039,110279,66627,67109,115328,12696,66.74,62.93,61.26,70.48,73.67,64.18
2021-08-30,45-64,White,351997,18037,95237,116179,76951,45593,56.31,50.95,57.67,65.64,52.41,54.87
2021-08-30,65+,Asian/NHPI,141387,4903,36070,21893,72329,6192,80.25,89.04,64.44,73.98,79.39,84.05
2021-08-30,65+,Black,150657,29897,63728,18991,35165,2876,53.65,52.6,53.26,57.31,53.71,58.71
2021-08-30,65+,Hispanic/Latino,169845,50424,29990,39759,45187,4485,59.73,54.99,57.22,62.46,63.54,64.82
2021-08-30,65+,White,299557,18093,73031,95213,75794,37426,57.02,49.3,49.96,65.83,55.37,62.91
2021-08-29,Boroughwide,Boroughwide,4858087,702792,1316570,1111239,1468414,259072,58.27,51.43,49.46,68.96,64.74,54.41
2021-08-29,All ages,Asian/NHPI,911257,33727,240750,150113,449863,36804,73.87,75.25,58.22,74,74.76,71.92
2021-08-29,All ages,Black,625760,135924,255396,81408,137774,15258,34.27,33.58,33.01,40.72,33.7,34.15
2021-08-29,All ages,Hispanic/Latino,1115414,308596,210965,217057,343388,35408,46.02,43.62,38.33,53.22,53.8,39.95
2021-08-29,All ages,White,1265548,56458,380324,450575,255838,122353,47.19,40.41,44.11,58.93,45.33,43.13
2021-08-29,13-17,Asian/NHPI,49532,1932,14547,5048,25634,2371,90.37,93.37,57.13,108.27,91.27,76.47
2021-08-29,13-17,Black,24644,5825,9893,2588,5550,788,23.67,23,22.62,27.66,24.37,24.67
2021-08-29,13-17,Hispanic/Latino,59926,18233,10985,8350,20129,2229,38.41,34.83,31.95,39.68,51.36,31.11
2021-08-29,13-17,White,34315,1806,9521,12509,6999,3480,32.19,20.39,35.62,70.81,32.47,22.29
2021-08-29,18-44,Asian/NHPI,426733,15728,115468,84530,195587,15420,83.15,86.59,67.73,78.5,85.05,81.14
2021-08-29,18-44,Black,206736,43876,84591,30188,42768,5313,30.12,29.65,28.57,37.67,28.51,30.74
2021-08-29,18-44,Hispanic/Latino,504206,126886,101631,100542,159485,15662,51.33,50.59,39.54,58.87,62.8,43.95
2021-08-29,18-44,White,573545,18244,200718,223913,95134,35536,53.3,50.89,45.4,62.24,49.35,39.93
2021-08-29,45-64,Asian/NHPI,284323,10864,71781,37588,151735,12355,86.62,87.99,72.24,85.56,87.67,84.55
2021-08-29,45-64,Black,240161,55437,95757,29243,53545,6179,49.44,48.32,51.63,54.39,46.57,54.18
2021-08-29,45-64,Hispanic/Latino,371336,110031,66502,67008,115121,12674,66.61,62.81,61.12,70.37,73.54,64.07
2021-08-29,45-64,White,351652,18032,95083,116125,76873,45539,56.25,50.86,57.65,65.61,52.36,54.8
2021-08-29,65+,Asian/NHPI,141275,4900,36030,21865,72287,6193,80.19,88.94,64.4,73.89,79.34,84.06
2021-08-29,65+,Black,150524,29868,63665,18979,35138,2874,53.6,52.54,53.21,57.27,53.67,58.67
2021-08-29,65+,Hispanic/Latino,169640,50364,29934,39718,45140,4484,59.66,54.89,57.15,62.4,63.48,64.81
2021-08-29,65+,White,299400,18089,72982,95158,75756,37415,56.99,49.26,49.95,65.79,55.34,62.89
